job_id,source_job_id,classification_type,classification_code
JT0576,576,主な日本標準職業分類,B159
JT0576,576,日本標準職業分類１,B159
JT0577,577,主な厚労省編職業分類,06_033-03
JT0577,577,厚労省編職業分類１,06_033-03
JT0577,577,厚労省編職業分類２,07_048-99
JT0577,577,主な日本標準職業分類,C253
JT0577,577,日本標準職業分類１,C253
JT0577,577,日本標準職業分類２,D349
JT0578,578,主な厚労省編職業分類,10_063-99
JT0578,578,厚労省編職業分類１,10_063-99
JT0578,578,主な日本標準職業分類,F459
JT0578,578,日本標準職業分類１,F459
JT0579,579,主な厚労省編職業分類,12_079-03
JT0579,579,厚労省編職業分類１,12_075-03
JT0579,579,厚労省編職業分類２,12_079-03
JT0579,579,主な日本標準職業分類,H583
JT0579,579,日本標準職業分類１,H553
JT0579,579,日本標準職業分類２,H583
JT0580,580,主な厚労省編職業分類,08_049-09
JT0580,580,厚労省編職業分類１,08_049-09
JT0580,580,主な日本標準職業分類,B169
JT0580,580,日本標準職業分類１,B169
JT0581,581,主な厚労省編職業分類,02_009-01
JT0581,581,厚労省編職業分類１,02_009-01
JT0581,581,厚労省編職業分類２,02_010-99
JT0581,581,主な日本標準職業分類,B104
JT0581,581,日本標準職業分類１,B104
JT0581,581,日本標準職業分類２,B109
JT0582,582,主な厚労省編職業分類,03_018-02
JT0582,582,厚労省編職業分類１,03_018-02
JT0582,582,主な日本標準職業分類,B233
JT0582,582,日本標準職業分類１,B233
JT0583,583,主な厚労省編職業分類,04_021-01
JT0583,583,厚労省編職業分類１,04_021-01
JT0583,583,主な日本標準職業分類,B121
JT0583,583,日本標準職業分類１,B121
JT0584,584,主な厚労省編職業分類,12_080-05
JT0584,584,厚労省編職業分類１,12_073-99
JT0584,584,厚労省編職業分類２,12_080-05
JT0584,584,主な日本標準職業分類,H591
JT0584,584,日本標準職業分類１,H539
JT0584,584,日本標準職業分類２,H591
