job_id,source_job_id,alias_no,alias_name
JT0055,55,2,スーパーマーケット店長（主に販売の仕事に従事するもの）
JT0056,56,1,キャッシャー（小売店）
JT0056,56,2,レジスター係
JT0056,56,3,レジチェッカー
JT0057,57,1,食品スーパーマーケット店員
JT0057,57,2,食品スーパーマーケット販売員
JT0059,59,1,住宅・不動産会社営業部員
JT0059,59,2,宅地建物営業員
JT0059,59,3,建売住宅営業員
JT0059,59,4,マンション販売営業員
JT0059,59,5,用地仕入営業員
JT0060,60,1,自動車販売営業員
JT0060,60,2,中古自動車販売員
JT0061,61,1,看板広告営業員
JT0061,61,2,広告会社営業部員
JT0061,61,3,広告代理店営業員
JT0061,61,4,広告枠仕入営業員
JT0061,61,5,放送局広告営業部員
JT0062,62,1,印刷営業員
JT0064,64,1,通信販売受付事務員（電話によるもの）
JT0064,64,2,テレコミュニケーター（受信業務）
JT0064,64,3,電話オペレーター（お客様相談室）
JT0064,64,4,電話調査オペレーター
JT0064,64,5,ユーザーサポート受付係（電話によるもの）
JT0064,64,6,電話営業スタッフ
JT0064,64,7,電話オペレーター（勧誘に従事するもの）
JT0065,65,1,卸売市場せり人
JT0067,67,1,家電量販店販売員
JT0067,67,2,中古電気製品販売店員
JT0068,68,1,古書店員
JT0068,68,2,書店店員
JT0069,69,1,眼鏡販売店員
JT0070,70,1,スポーツ用品販売店員
JT0073,73,1,子供服販売店員
JT0073,73,2,紳士服販売店員
JT0073,73,3,婦人服販売店員
JT0073,73,4,リサイクルショップ販売員（古着）
JT0074,74,1,温泉メーター検針員
JT0074,74,2,ガスメーター検針員
JT0074,74,3,水道メーター検針員
JT0074,74,4,電気メーター検針員
JT0076,76,1,くつ販売店員
JT0078,78,1,コンビニエンスストア店員(主に販売の仕事に従事するもの)
JT0078,78,2,クルー（コンビニエンスストア）
JT0079,79,1,菓子・パン販売店員
JT0079,79,2,食料品販売店員
JT0079,79,3,ハンバーガーショップ店員（レジ担当）
JT0080,80,1,経営指導員（商工会議所、商工会）
JT0081,81,1,経営指導員（商工会議所、商工会）
JT0081,81,2,中小企業診断士
JT0088,88,1,英語通訳
JT0095,95,1,ビル施設管理者
JT0095,95,2,ビル中央管理室監視員
JT0096,96,1,コインパーキング管理人
JT0096,96,2,駐車場管理人
JT0096,96,3,駐車場係
JT0096,96,4,駐車場誘導員
JT0097,97,1,ガラス清掃員
JT0097,97,2,トイレ清掃員（ビル・建物）
JT0097,97,3,ビル清掃員
JT0097,97,4,ポリッシャー（自動床洗浄機）作業員
JT0097,97,5,床磨作業員
JT0098,98,1,座席ヘッドカバー取付人（航空機・列車）
JT0098,98,2,鉄道車両洗浄員
JT0098,98,3,列車清掃員
JT0098,98,4,乗物内清掃員
JT0099,99,1,イタリア料理調理人
JT0099,99,2,シェフ
JT0099,99,3,フランス料理調理人
JT0099,99,4,洋食調理人
JT0100,100,1,天ぷら揚げ職人（飲食店）
JT0100,100,2,ふぐ調理師
JT0100,100,3,和食調理人
JT0102,102,1,うどん料理人
JT0102,102,2,そば打工（飲食店）
JT0102,102,3,そば料理人
JT0102,102,4,和食調理人
JT0103,103,1,広東料理調理人
JT0103,103,2,四川料理調理人
JT0103,103,3,上海料理調理人
JT0103,103,4,北京料理調理人
JT0105,105,1,コーヒー販売店員
JT0106,106,1,ソムリエール
JT0110,110,1,ツアーガイド
JT0110,110,2,旅行添乗員
JT0110,110,3,見学ツアーガイド（観光）
JT0110,110,4,山岳ガイド
JT0110,110,5,自然ガイド
JT0110,110,6,トラベルガイド
JT0110,110,7,名所・旧跡案内人
JT0110,110,8,旅行・観光案内人
JT0111,111,1,観光バス車掌
JT0111,111,2,バスガイド
JT0112,112,1,アトラクション係（遊戯施設）
JT0112,112,2,アミューズメント施設接客員
JT0112,112,3,カウンター係（娯楽場）
JT0112,112,4,貸遊具係
JT0112,112,5,娯楽場等接客係
JT0112,112,6,娯楽場等遊戯施設係
JT0112,112,7,乗物運転操作員（遊園地）
JT0112,112,8,遊園地施設係
JT0112,112,9,遊戯装置係
JT0112,112,10,遊具オペレーター
JT0113,113,1,キャディ（ハウスキャディ）
JT0114,114,1,観光通訳案内人
JT0114,114,2,通訳案内士
JT0114,114,3,通訳案内人
JT0115,115,1,ヘアスタイリスト（理容師）
JT0115,115,2,ヘアデザイナー（理容師）
JT0115,115,3,理髪師
JT0116,116,1,スタイリスト（美容師）
JT0116,116,2,ヘアデザイナー（美容師）
JT0116,116,3,メイクアップアーティスト（美容師）
JT0117,117,1,美顔術師
JT0119,119,1,アイロン仕上工（クリーニング）
JT0119,119,2,クリーニング工
JT0119,119,3,クリーニング仕上工
JT0119,119,4,クリーニングプレス工
JT0119,119,5,しみ抜き工
JT0119,119,6,ドライクリーニング工
JT0119,119,7,リネンサプライ業従事者（洗濯・洗濯仕上げに従事するもの）
JT0120,120,1,アウトドアインストラクター
JT0120,120,2,運動指導者
JT0120,120,3,エアロビクスダンスインストラクター
JT0120,120,4,健康運動指導士
JT0120,120,5,スポーツクラブ指導員
JT0120,120,6,スポーツ個人教師
JT0120,120,7,フィットネスクラブトレーナー
JT0120,120,8,ヨガ指導員
JT0123,123,1,レンタルショップ店員
JT0124,124,1,レンタカー営業所員
JT0125,125,1,ウエディングプランナー
JT0125,125,2,ブライダルアドバイザー（結婚式場）
JT0125,125,3,ブライダルプランナー
JT0126,126,1,お手伝い
JT0126,126,2,介護家政婦
JT0126,126,3,家事代行員（各種の仕事に従事するもの）
JT0128,128,1,ペディキュア師
JT0128,128,2,マニキュア師
JT0128,128,3,ネイル・アーティスト
JT0129,129,1,家庭相談員
JT0129,129,2,心理判定員（児童相談所）
JT0129,129,3,児童心理司
JT0129,129,4,児童相談所相談員
JT0129,129,5,児童福祉司
JT0130,130,1,社会福祉士（福祉事務所：相談・助言・援助業務）
JT0130,130,2,相談支援専門員（福祉事務所）
JT0130,130,3,福祉事務所地区担当員
JT0130,130,4,福祉事務所面接員
JT0131,131,1,保育教諭
JT0133,133,1,介護福祉士（訪問介護業務）
JT0133,133,2,在宅介護員
JT0133,133,3,在宅ケアワーカー
JT0133,133,4,訪問介護サービス員
JT0136,136,1,学生カウンセラー
JT0136,136,2,職業相談員（職業相談・職業紹介）
JT0136,136,3,産業カウンセラー（事業所内相談室）
JT0155,155,1,救急救命士（消防員）
JT0155,155,2,救急隊員
JT0155,155,3,消防士
JT0155,155,4,消防吏員
JT0155,155,5,消防隊員
JT0155,155,6,レスキュー隊員
JT0161,161,1,衛生検査技師
JT0161,161,2,心電図検査員
JT0161,161,3,超音波検査員（臨床検査）
JT0163,163,1,診療エックス線技師
JT0163,163,2,レントゲン技師（医療）
JT0163,163,3,放射線技師（医療）
JT0169,169,1,ST（言語聴覚士）
JT0170,170,1,CO（視能訓練士）
JT0171,171,1,学校栄養士
JT0171,171,2,福祉施設栄養士
JT0171,171,3,病院栄養士
JT0171,171,4,管理栄養士
JT0172,172,1,あん摩師
JT0172,172,2,あん摩マッサージ師
JT0172,172,3,指圧師
JT0172,172,4,マッサージ師
JT0173,173,1,整骨師
JT0173,173,2,接骨師
JT0174,174,1,診療情報管理係事務員
JT0174,174,2,診療録係員
JT0174,174,3,病歴係
JT0175,175,1,灸師
JT0175,175,2,鍼灸師
JT0175,175,3,鍼師
JT0178,178,1,幼稚園教諭
JT0178,178,2,幼稚園養護教諭
JT0178,178,3,保育教諭
JT0179,179,1,小学校教諭
JT0179,179,2,小学校栄養教諭
JT0179,179,3,小学校養護教諭
JT0180,180,1,中学校教諭
JT0180,180,2,中学校栄養教諭
JT0180,180,3,中学校養護教諭
JT0181,181,1,アニメーション専門学校教員
JT0181,181,2,医療技術専門学校教員
JT0181,181,3,英会話学院教師（各種学校）
JT0181,181,4,看護専門学校教員
JT0181,181,5,経理・簿記専門学校教員
JT0181,181,6,自動車整備専門学校教員
JT0181,181,7,調理専門学校教員
JT0181,181,8,デザイン専門学校教員
JT0181,181,9,日本語教師（各種学校）
JT0181,181,10,社会福祉専門学校
JT0181,181,11,服飾専門学校教員
JT0181,181,12,保育専門学校教員
JT0181,181,13,理美容専門学校教員
JT0182,182,1,司書
JT0183,183,1,高等学校教諭
JT0183,183,2,高等学校栄養教諭
JT0183,183,3,高等学校養護教諭
JT0184,184,1,大学教授
JT0184,184,2,大学准教授
JT0184,184,3,大学講師
JT0184,184,4,大学助教
JT0184,184,5,短期大学教授
JT0184,184,6,短期大学准教授
JT0184,184,7,短期大学講師
JT0186,186,1,コミュニティバス運転手
JT0186,186,2,乗合バス運転手
JT0187,187,1,観光路線バス運転手
JT0187,187,2,貸切観光バス運転手
JT0188,188,1,タクシー乗務員
JT0188,188,2,タクシードライバー
JT0188,188,3,乗合タクシー運転手
JT0188,188,4,ハイヤー運転手
JT0189,189,1,機長
JT0189,189,2,航空機副操縦士
JT0189,189,3,ヘリコプター操縦士
JT0190,190,1,貨物船航海士
JT0190,190,2,水先案内人
JT0190,190,3,旅客船運航士
JT0192,192,1,地下鉄運転士
JT0192,192,2,モノレール運転士
JT0192,192,3,路面電車運転士
JT0193,193,1,車掌（鉄道）
JT0193,193,2,電車車掌
JT0194,194,1,グランドスタッフ(航空会社)
JT0194,194,2,航空旅客係
JT0195,195,1,駅出改札係
JT0195,195,2,鉄道旅客係
JT0196,196,1,車両管理係事務員
JT0196,196,2,信号通信指令員
JT0196,196,3,指令員（運転指令所）
JT0196,196,4,鉄道運行管理事務員
JT0196,196,5,鉄道運転計画事務員
JT0196,196,6,鉄道運転司令
JT0196,196,7,鉄道輸送指令員
JT0197,197,1,自動車エンジン整備工
JT0197,197,2,自動車修理工
JT0197,197,3,自動車整備工
JT0197,197,4,自動車電装品整備工
JT0197,197,5,メカニック（自動車修理）
JT0198,198,1,ガススタンド充填員
JT0198,198,2,ガソリンスタンドサービスマン
JT0198,198,3,セルフスタンド店員
JT0199,199,1,道路監理員
JT0200,200,1,タクシー運行管理事務員
JT0200,200,2,ハイヤー管理事務員
JT0204,204,1,航空運航管理者
JT0204,204,2,航空ディスパッチャー
JT0205,205,1,キャビンアテンダント（CA）
JT0205,205,2,航空客室乗務員
JT0205,205,3,フライトアテンダント
JT0206,206,1,航空運航整備士
JT0206,206,2,航空機エンジン修理工
JT0206,206,3,航空機修理工
JT0206,206,4,航空機整備工
JT0207,207,1,甲板手
JT0207,207,2,甲板部員
JT0207,207,3,機関部員
JT0207,207,4,操機員
JT0207,207,5,操機手
JT0207,207,6,海上無線通信士
JT0208,208,1,新聞編集員
JT0208,208,2,新聞論説員
JT0208,208,3,通信記者
JT0212,212,1,スイッチャー（映像切換操作員）
JT0212,212,2,テクニカルディレクター（テレビ・ラジオ）
JT0212,212,3,テレビ放送技術員
JT0212,212,4,放送中継係員
JT0212,212,5,ミキサー（テレビ・ラジオ）
JT0212,212,6,ラジオ放送技術員
JT0213,213,1,PAミキサー
JT0213,213,2,ミキサー（録音スタジオ）
JT0214,214,1,動画編集者
JT0216,216,1,テレビアナウンサー
JT0217,217,1,ディレクター（映画、放送）
JT0217,217,2,番組制作者（放送）
JT0218,218,1,きゅう務員
JT0218,218,2,競走馬飼育作業員
JT0218,218,3,種馬飼育作業員
JT0220,220,1,トレーナー（動物園）
JT0221,221,1,農業技術指導員
JT0221,221,2,普及指導員（農業）
JT0222,222,1,グリーンキーパー
JT0222,222,2,ゴルフ場芝植付作業員
JT0222,222,3,芝植付作業員（造園業）
JT0222,222,4,造園技能士
JT0222,222,5,築庭作業員
JT0222,222,6,庭師
JT0223,223,1,家畜診療所獣医師
JT0223,223,2,小動物臨床獣医師
JT0223,223,3,動物病院獣医師
JT0224,224,1,水族館飼育係（魚介類）
JT0225,225,1,馬調教師
JT0227,227,1,グルーマー
JT0227,227,2,ペットトリマー
JT0228,228,1,水産資源保護指導員
JT0228,228,2,普及指導員（水産業）
JT0228,228,3,養殖技術者
JT0229,229,1,山林用種苗技術者
JT0229,229,2,森林病害虫防除技術者
JT0229,229,3,普及指導員（林業）
JT0230,230,1,山林苗木植付作業員
JT0230,230,2,山林枝打作業員
JT0230,230,3,山林下刈作業員
JT0230,230,4,植林作業員
JT0230,230,5,除伐作業員
JT0230,230,6,地ごしらえ作業員（林業）
JT0230,230,7,運材作業員
JT0230,230,8,間伐作業員
JT0230,230,9,集運材機械運転工
JT0230,230,10,集材作業員
JT0230,230,11,造材作業員
JT0230,230,12,伐木作業員
JT0230,230,13,伐木造材機械運転工
JT0231,231,1,工作機械設計技術者
JT0231,231,2,産業用ロボット設計技術者
JT0231,231,3,自動化機械開発技術者
JT0231,231,4,半導体製造装置設計技術者
JT0232,232,1,産業用ロボット組立・据付工
JT0232,232,2,産業用ロボット設置・設定工
JT0233,233,1,機械保全工
JT0233,233,2,工場設備保全員
JT0233,233,3,産業用ロボット修理工
JT0233,233,4,産業用ロボット保守・メンテナンス工
JT0233,233,5,産業用機械修理工
JT0234,234,1,太陽光発電企画・調査事務員
JT0236,236,1,太陽光発電装置修理作業員（電気工事）
JT0237,237,1,フォークリフト運転手
JT0238,238,1,ネット通販企画開発事務員
JT0239,239,1,インターネット通信販売受付事務員
JT0239,239,2,ネットショップ事務員
JT0239,239,3,ネット通販運営事務員
JT0240,240,1,Webマーケティング事務員
JT0240,240,2,ネット広告・販売促進事務員
JT0240,240,3,マーケティング企画事務員
JT0240,240,4,マーケター
JT0240,240,5,マーケティングリサーチャー
JT0241,241,1,駅警備員
JT0241,241,2,空港警備員
JT0241,241,3,刑事施設警備員
JT0241,241,4,守衛
JT0241,241,5,倉庫警備員
JT0241,241,6,ビル警備員
JT0241,241,7,夜警員
JT0242,242,1,放課後児童クラブ支援員
JT0242,242,2,放課後児童支援員
JT0243,243,1,指導員（放課後等デイサービス事業所）
JT0243,243,2,社会福祉士（児童福祉施設：相談・助言・支援業務）
JT0243,243,3,少年指導員
JT0243,243,4,児童自立支援専門員
JT0243,243,5,児童生活支援員
JT0243,243,6,母子支援員
JT0244,244,1,作業指導員（障害者施設）
JT0244,244,2,社会福祉士（障害者福祉施設：相談・助言・支援業務）
JT0244,244,3,職業指導員（障害者施設）
JT0244,244,4,就労支援員（障害者施設）
JT0244,244,5,生活支援員（障害者支援施設：生活介護を除く）
JT0245,245,1,支援相談員（介護老人保健施設）
JT0245,245,2,社会福祉士（高齢者福祉施設：相談・助言・援助業務）
JT0245,245,3,生活指導員（老人福祉施設）
JT0245,245,4,生活相談員（老人福祉施設）
JT0245,245,5,生活相談員（有料老人ホーム）
JT0246,246,1,看護アシスタント
JT0246,246,2,看護補助者
JT0246,246,3,看護ヘルパー
JT0247,247,1,植物工場研究開発者
JT0248,248,1,植物工場施工管理技術者
JT0249,249,1,野菜栽培作業員（植物工場）
JT0250,250,1,CEO（会社最高経営責任者）
JT0250,250,2,会社社長
JT0250,250,3,会社取締役
JT0251,251,1,金属管鋳造工
JT0251,251,2,鋳物製造設備オペレーター
JT0251,251,3,鋳造設備オペレーター
JT0251,251,4,金属管鋳造設備オペレーター
JT0251,251,5,造型機オペレーター
JT0252,252,1,型鍛造工
JT0252,252,2,自由鍛造工
JT0252,252,3,鍛造加熱設備オペレーター
JT0252,252,4,鍛造設備オペレーター
JT0252,252,5,鍛造プレス設備オペレーター
JT0253,253,1,金型修理工
JT0253,253,2,金型製造工
JT0254,254,1,打抜プレス工
JT0254,254,2,金属プレス成形工
JT0254,254,3,絞プレス工
JT0254,254,4,ブレーキプレス工
JT0254,254,5,プレス刻印工
JT0254,254,6,プレス成形工（打抜プレス、曲プレスを除く）
JT0254,254,7,曲プレス工
JT0254,254,8,金属プレス設備オペレーター
JT0255,255,1,金属溶接設備オペレーター
JT0255,255,2,金属溶断設備オペレーター
JT0255,255,3,溶接ロボットオペレーター
JT0257,257,1,めっき設備オペレーター
JT0257,257,2,アルマイト工
JT0257,257,3,化学めっき工
JT0257,257,4,気相めっき工
JT0257,257,5,化成処理工
JT0257,257,6,真空めっき工
JT0257,257,7,電気めっき工
JT0257,257,8,防錆処理工
JT0257,257,10,溶射めっき工
JT0257,257,11,溶融めっき工
JT0258,258,1,圧延開発技術者
JT0258,258,2,金属製錬開発技術者
JT0258,258,3,合金開発技術者
JT0258,258,4,鍛造開発技術者
JT0258,258,5,鋳造開発技術者
JT0258,258,6,鋳物開発技術者
JT0258,258,7,電気精錬開発技術者
JT0258,258,9,転炉オペレーター（製鋼）
JT0259,259,1,鋳銑機オペレーター
JT0259,259,2,鋳物用鉄溶融設備オペレーター
JT0259,259,3,高炉オペレーター
JT0259,259,4,製鋼設備オペレーター
JT0259,259,5,製銑設備オペレーター
JT0259,259,6,造塊設備オペレーター
JT0259,259,7,鉄鋼製造設備オペレーター
JT0259,259,8,電気炉オペレーター（製鋼）
JT0259,259,10,取べ精錬炉オペレーター
JT0259,259,11,連続鋳造機オペレーター（製鋼）
JT0259,259,12,圧延加熱設備オペレーター
JT0259,259,13,圧延設備オペレーター
JT0259,259,14,条鋼圧延設備オペレーター
JT0259,259,15,熱間圧延設備オペレーター
JT0259,259,16,溶接鋼管製造設備オペレーター
JT0259,259,17,冷間圧延設備オペレーター
JT0260,260,1,非破壊検査工（土木構造物）
JT0260,260,2,非破壊検査工（建築物）
JT0260,260,3,非破壊検査工（コンクリート製品）
JT0260,260,4,非破壊検査工（はん用・生産用・業務用機械器具）
JT0261,261,1,電気通信機械器具組立設備オペレーター
JT0261,261,2,電子応用機械器具組立設備オペレーター
JT0261,261,3,電子機器部品組立設備オペレーター
JT0261,261,4,半導体製品製造設備オペレーター
JT0261,261,5,カーナビゲーション組立工
JT0261,261,6,携帯電話組立工
JT0261,261,7,電話機組立工
JT0261,261,8,ファクシミリ組立工
JT0261,261,9,無線通信機器組立工
JT0261,261,10,有線通信機器組立工
JT0261,261,11,テレビ組立工
JT0261,261,12,ラジオ組立工
JT0261,261,13,パーソナルコンピュータ組立工
JT0261,261,14,汎用電子計算機組立工
JT0262,262,1,液晶ディスプレイ（LCD）設計技術者
JT0262,262,2,回路設計技術者
JT0262,262,3,テレビ設計技術者
JT0262,262,4,電子機器設計技術者
JT0262,262,5,電動機設計技術者
JT0262,262,6,エンジン設計技術者
JT0262,262,7,金型設計士
JT0262,262,8,建設機械設計技術者
JT0262,262,9,航空計器設計技術者
JT0262,262,10,工作機械設計技術者
JT0262,262,11,産業用ロボット設計技術者
JT0262,262,12,精密測定工具設計技術者
JT0262,262,13,土木機械設計技術者
JT0262,262,14,農業用機械設計技術者
JT0262,262,15,半導体製造装置設計技術者
JT0262,262,16,ボイラー設計技術者
JT0262,262,17,バスボディー設計技術者
JT0262,262,18,航空機設計技術者
JT0262,262,19,船舶設計技術者
JT0262,262,20,造船技術者（開発）
JT0262,262,21,鉄道車両設計技術者
JT0263,263,1,顕微鏡組立工
JT0263,263,2,光学機械器具組立工
JT0263,263,3,デジタルカメラ組立工
JT0263,263,4,双眼鏡組立工
JT0263,263,5,ビデオカメラ組立工
JT0263,263,6,望遠鏡組立工
JT0264,264,1,自動車車体組立工
JT0264,264,2,自動車ぎ装（艤装）組立工
JT0264,264,3,自動車部品組立工
JT0264,264,4,トラック組立工
JT0264,264,5,バス組立工
JT0266,266,1,温度計組立工
JT0266,266,2,体温計組立工
JT0266,266,3,体積計組立工
JT0266,266,4,長さ計組立工
JT0266,266,5,度量衡器組立工
JT0266,266,6,はかり組立工
JT0266,266,7,流量計組立工
JT0267,267,1,半導体製造技術者
JT0268,268,1,半導体製品製造設備オペレーター
JT0268,268,2,半導体組立設備オペレーター
JT0268,268,3,半導体組立工
JT0268,268,4,半導体集積回路（IC）製造工
JT0268,268,5,半導体チップ製造工
JT0269,269,1,機械保全工
JT0269,269,2,工場設備保全員
JT0269,269,3,プラント保全工
JT0269,269,4,エレベーター修理工
JT0269,269,5,業務用空調機器修理工
JT0269,269,6,昇降機修理工
JT0269,269,7,包装機械修理工
JT0269,269,8,冷凍装置修理工
JT0270,270,1,バスボディー設計技術者
JT0270,270,2,自動車生産技術者
JT0270,270,3,自動車設計技術者
JT0270,270,4,自動車部品設計技術者
JT0272,272,1,電気設備設計技術者
JT0272,272,2,電気機器生産技術者
JT0272,272,3,電気機械製造技術者
JT0273,273,1,電子機器生産技術者
JT0273,273,2,電子機器設計技術者
JT0274,274,1,電気通信施設技術者
JT0274,274,2,ネットワーク技術者
JT0275,275,1,電気洗濯機修理工
JT0275,275,2,電気掃除機修理工
JT0275,275,3,電気冷蔵庫修理工
JT0275,275,4,家庭用エアコン修理工
JT0275,275,5,家庭用電気製品修理工
JT0275,275,6,テレビ修理工
JT0276,276,1,化学プラント設計技術者
JT0277,277,1,医療用電子機器組立工
JT0277,277,2,X 線応用装置組立工
JT0277,277,3,超音波画像診断装置組立工
JT0277,277,4,レーザー応用加工機器組立工
JT0277,277,5,医療用画像機器組立工
JT0278,278,1,織布設備オペレーター
JT0278,278,2,はた（機）ごしらえ工
JT0278,278,3,へ（経）通工
JT0278,278,4,織機操作工
JT0278,278,5,製織工
JT0279,279,1,織物染工
JT0279,279,2,糸染工
JT0279,279,3,浸染工
JT0279,279,4,スクリーンなっ染工
JT0279,279,5,染物職
JT0279,279,6,なっ染工
JT0279,279,7,友禅染工
JT0280,280,1,シャツ縫製工
JT0280,280,2,紳士服縫製工
JT0280,280,3,縫製作業員（衣服）
JT0280,280,4,ニット縫製工
JT0280,280,5,婦人服・子供服縫製工
JT0280,280,6,衣服以外のミシン縫製工
JT0280,280,7,カーテン縫製工
JT0280,280,8,キルティング縫製工
JT0280,280,9,織布ミシン縫工
JT0280,280,10,機械刺しゅう工
JT0281,281,1,原木切断設備オペレーター
JT0281,281,2,合板製造設備オペレーター
JT0281,281,3,製材設備オペレーター
JT0281,281,4,木質ボード製造設備オペレーター
JT0281,281,5,原木切断工
JT0281,281,6,鋸機械工
JT0282,282,1,合板製造設備オペレーター
JT0282,282,2,製材設備オペレーター
JT0282,282,3,木質ボード製造設備オペレーター
JT0282,282,4,化粧合板製造工
JT0282,282,5,合板製作工
JT0282,282,6,合板プレス工
JT0282,282,7,集成材製造工
JT0282,282,8,単板製作工
JT0282,282,9,木質ボード製造工
JT0283,283,1,家具木工
JT0283,283,2,木製家具組立工
JT0283,283,3,木製家具修理工
JT0283,283,4,木製家具製造工
JT0284,284,1,繊維機械修理工
JT0284,284,2,紡織設備管理・保全工
JT0284,284,3,紡績機械保全工
JT0285,285,1,加工紙製造設備オペレーター
JT0285,285,2,紙製品製造設備オペレーター
JT0285,285,3,紙器製造設備オペレーター
JT0285,285,4,段ボールシート製造設備オペレーター
JT0285,285,5,大型紙袋製造工
JT0285,285,6,紙製食器製造工
JT0285,285,7,紙箱製造工
JT0285,285,8,機械製箱工
JT0285,285,9,紙管筒製造工
JT0285,285,10,段ボール箱製造工
JT0286,286,1,織布設備オペレーター
JT0286,286,2,織機オペレーター
JT0286,286,3,紡績設備オペレーター
JT0286,286,4,紡織製品生産設備オペレーター
JT0287,287,1,障子取付工
JT0287,287,2,建具木工
JT0288,288,1,水産食品開発技術者
JT0288,288,2,清涼飲料開発技術者
JT0288,288,3,乳製品開発技術者
JT0288,288,4,缶詰製造技術者
JT0288,288,5,食品冷凍技術者（開発技術者を除く）
JT0288,288,6,水産食品製造技術者
JT0288,288,7,製糖技術者（開発技術者を除く）
JT0288,288,8,製粉技術者（開発技術者を除く）
JT0288,288,9,清涼飲料製造技術者
JT0288,288,10,乳製品製造技術者
JT0289,289,1,革靴製造工
JT0289,289,2,革裁断工
JT0289,289,3,革サンダル製造工
JT0290,290,1,かばん製造工
JT0290,290,2,かばん縫製工
JT0290,290,3,袋物製造工
JT0290,290,4,袋物縫製工
JT0291,291,1,漆工
JT0291,291,2,漆器加飾工
JT0291,291,3,漆器工
JT0292,292,1,貝細工工
JT0292,292,2,貴金属細工工
JT0292,292,3,甲細工工
JT0292,292,4,真珠加工工
JT0292,292,5,水晶研磨工
JT0292,292,6,宝石細工工
JT0292,292,7,貴金属装身具製造工
JT0292,292,8,貴金属彫刻工
JT0295,295,1,医薬品製造設備オペレーター
JT0295,295,2,アンプル充填工
JT0295,295,3,医薬品仕上工
JT0295,295,4,漢方薬製造工
JT0295,295,5,原薬製造工
JT0295,295,6,抗生物質種母培養工
JT0295,295,7,製剤工
JT0295,295,8,注射液製造工
JT0297,297,1,タイヤ製造設備オペレーター
JT0297,297,2,自動車タイヤ成形工
JT0297,297,3,タイヤゴム張工
JT0297,297,4,トレッド工（タイヤ製造）
JT0297,297,5,タイヤ修理工
JT0297,297,6,タイヤ成形工
JT0298,298,1,化粧品製造設備オペレーター
JT0298,298,2,口紅製造工
JT0298,298,3,クリーム製造工（化粧品製造）
JT0298,298,4,香水製造工
JT0298,298,5,シャンプー製造工
JT0298,298,6,乳液製造工
JT0299,299,1,石油精製設備オペレーター
JT0299,299,2,燃料製造設備オペレーター
JT0300,300,1,化学繊維原料製造設備オペレーター
JT0300,300,2,化学肥料製造設備オペレーター
JT0300,300,3,化学薬品製造設備オペレーター
JT0300,300,4,石油化学製品製造設備オペレーター
JT0300,300,5,汎用樹脂製造設備オペレーター
JT0300,300,6,無機材料製造設備オペレーター
JT0300,300,7,有機薬品製造設備オペレーター
JT0300,300,8,化学肥料製造工
JT0300,300,9,汎用樹脂製造工
JT0300,300,10,無機材料製造工
JT0300,300,11,有機薬品製造工
JT0302,302,1,火力発電保守員
JT0302,302,2,水力発電保守員
JT0302,302,3,動力室電気工
JT0302,302,4,配電室保守員
JT0302,302,5,発電所運転管理員
JT0303,303,1,無機薬品分析検査技術員
JT0303,303,2,有機薬品分析技術員
JT0304,304,1,陶磁器製造技術者
JT0304,304,2,陶磁器開発技術者
JT0305,305,1,ファインセラミックス製品開発技術者
JT0305,305,2,ファインセラミックス製品製造技術者
JT0306,306,1,石切出作業者
JT0306,306,2,石切工
JT0306,306,3,石研磨工
JT0306,306,4,石細工工
JT0306,306,5,石彫工
JT0306,306,6,石割工
JT0306,306,7,墓石工
JT0306,306,8,はつり工（石材加工業）
JT0308,308,1,高分子化学製品生産技術者
JT0309,309,1,バイオケミカル開発技術者
JT0309,309,2,バイオテクノロジー開発技術者
JT0311,311,1,航空機エンジン開発技術者
JT0312,312,1,オープン系ソフトウェア開発技術者
JT0313,313,1,コーダー（プログラミング）
JT0313,313,2,コンピュータゲームプログラマー
JT0313,313,3,ソフトウェアプログラマー
JT0313,313,4,Webアプリケーションプログラマー
JT0313,313,5,Webプログラマー
JT0314,314,1,WEB系ソフトウェア開発技術者
JT0315,315,1,組込系ソフトウェア開発技術者
JT0315,315,2,制御系ソフトウェア開発技術者
JT0315,315,3,ファームウェア開発技術者
JT0315,315,4,組込みエンジニア
JT0316,316,1,ソフトウェア開発技術者（パッケージソフト）
JT0317,317,1,ソフトウェア開発技術者（スマートフォンアプリ）
JT0317,317,2,モバイルアプリケーション開発技術者（スマートフォン・タブレットコンピューター・その他の携帯端末）
JT0318,318,1,社内システムエンジニア（主にシステムの設計に従事するもの）
JT0318,318,2,システムアーキテクト
JT0318,318,3,システム設計技術者
JT0318,318,4,ソフトウェアアーキテクト
JT0318,318,5,ITアーキテクト
JT0318,318,6,インフラエンジニア
JT0318,318,7,基盤システムエンジニア
JT0319,319,1,サーバー管理者
JT0319,319,2,システム管理者
JT0319,319,3,運用監視オペレーター
JT0319,319,4,システム運用オペレーター
JT0319,319,5,システム運用管理者
JT0319,319,6,システム保守員
JT0319,319,7,ネットワーク管理者
JT0320,320,1,社内サポートデスク
JT0320,320,2,社内ヘルプデスク
JT0321,321,1,情報セキュリティ技術者
JT0321,321,2,セキュリティアナリスト
JT0321,321,3,セキュリティエンジニア（オペレーション）
JT0322,322,1,プロジェクトマネージャ（システム開発）
JT0322,322,2,プロジェクトマネージャ（アプリケーションソフトウェア開発）
JT0322,322,3,プロジェクトマネージャ（情報処理）
JT0324,324,1,デジタルビジネスイノベーター
