job_id,source_job_id,alias_no,alias_name
JT0047,47,7,鉄道車両配管工
JT0047,47,8,配管修理工
JT0048,48,1,エレベーター据付工
JT0049,49,1,軌条作業員
JT0049,49,2,軌道作業員
JT0049,49,3,軌道舗石作業員
JT0049,49,4,鉄道保線員
JT0049,49,5,保線作業員
JT0050,50,1,送電線架線作業員
JT0050,50,2,送電線工事作業員
JT0050,50,3,送電線保守作業員
JT0050,50,4,地中送電線敷設作業員
JT0051,51,1,解体工（建造物）
JT0051,51,2,家屋解体工
JT0051,51,3,建築解体工
JT0051,51,4,コンクリートはつり工（解体工事）
JT0051,51,5,取りこわし作業員
JT0052,52,1,番頭（旅館）
JT0052,52,2,ホテルマネージャー
JT0053,53,1,工場・支店・営業所等の長
JT0054,54,1,百貨店販売員
JT0054,54,2,百貨店店員（販売員）
JT0055,55,1,小売店長（主に販売の仕事に従事するもの）
